Lat,Lon,Calibrated.age,Calibrated.error
-9.10,-77.70,11281,767
42.74,-103.60,11284,289
-32.57,-69.04,11287,405
35.59,-77.38,11290,81
41.04,-7.11,11295,238
57.46,40.66,11296,70
56.17,-133.17,11297,71
-15.43,129.16,11300,700
39.08,-84.17,11340,350
39.67,-74.33,11346,287
29.49,-101.33,11350,243
63.92,-138.88,11350,110
44.56,-109.07,11353,139
44.17,8.33,11360,100
36.25,-95.25,11368,149
34.11,-101.44,11371,318
44.17,-114.90,11371,318
42.83,-106.32,11374,544
46.62,-118.20,11377,486
43.75,-103.92,11384,415
46.44,-116.90,11387,188
40.33,-81.92,11394,168
37.62,-105.63,11409,244
64.02,-144.75,11410,60
44.55,22.03,11429,112
39.08,-84.17,11432,346
33.62,-101.89,11452,540
54.22,-0.43,11462,172
46.44,-116.90,11470,1152
68.35,-148.83,11470,500
29.49,-101.33,11471,255
27.08,-82.23,11474,273
34.28,-103.32,11474,506
51.56,-4.86,11474,273
38.38,-81.80,11476,696
38.83,-78.25,11476,528
48.29,35.23,11477,138
43.23,-83.20,11478,591
47.17,-102.33,11479,132
-1.33,-53.68,11506,244
-1.33,-53.68,11506,244
-44.50,-71.70,11511,244
-2.96,151.39,11512,579
48.29,35.23,11512,181
-9.10,-77.70,11549,964
64.02,-144.75,11550,50
46.31,-111.64,11560,200
64.28,-146.12,11560,80
40.50,-114.17,11567,160
51.55,-0.48,11569,212
44.62,-107.75,11576,520
-40.40,-70.15,11581,373
-9.10,-77.70,11587,382
31.78,-97.32,11587,550
47.97,-121.00,11590,130
-14.45,-44.44,11591,823
-37.85,-58.15,11597,378
44.58,-107.75,11597,153
45.95,-93.30,11597,153
-38.00,145.19,11600,1200
64.28,-146.12,11600,80
43.05,-104.47,11601,374
44.17,8.33,11605,147
34.54,-120.03,11609,334
-36.84,-57.70,11616,356
2.40,-76.90,11618,357
51.40,1.27,11635,288
40.50,-114.17,11637,145
39.95,-102.08,11646,490
48.29,35.23,11651,205
64.30,-146.03,11660,60
64.30,-146.03,11660,70
68.40,-155.80,11660,80
34.54,-120.03,11661,173
45.03,-70.97,11661,572
-18.00,-70.80,11674,433
42.83,-106.32,11676,292
40.50,-114.17,11685,162
34.83,-87.67,11689,148
-1.33,-53.68,11691,290
-18.45,-52.00,11700,344
44.56,-109.07,11700,362
43.75,-103.92,11704,174
-34.75,-68.40,11708,378
-23.83,130.86,11711,403
-1.33,-53.68,11711,313
44.62,-107.75,11724,491
46.44,-116.90,11733,939
-34.75,-68.40,11751,344
29.49,-101.33,11755,455
43.37,-104.07,11764,665
46.44,-116.90,11768,2792
64.27,-146.12,11770,210
64.27,-146.12,11770,220
43.37,-104.07,11771,431
43.75,-103.92,11777,374
54.20,-0.38,11777,200
37.17,-79.33,11790,165
-51.68,-70.03,11791,583
46.62,-118.20,11794,450
-1.33,-53.68,11798,290
43.60,-112.39,11798,310
46.31,-111.64,11802,181
42.19,-0.92,11803,265
34.83,-87.67,11807,114
34.11,-101.44,11816,220
63.97,-149.08,11820,200
44.03,-70.28,11826,803
43.75,-103.92,11841,136
34.11,-101.44,11853,548
-9.10,-77.70,11855,529
-1.33,-53.68,11856,237
44.97,1.02,11859,221
-1.33,-53.68,11862,214
-53.60,-68.80,11863,659
41.50,-73.40,11867,442
-1.33,-53.68,11880,250
-1.33,-53.68,11880,250
42.09,1.62,11882,396
-1.33,-53.68,11887,257
-34.75,-68.40,11888,483
34.28,-103.32,11889,391
51.12,9.42,11895,125
-9.10,-77.70,11910,503
42.25,-71.10,11912,125
41.50,-73.40,11916,201
-34.75,-68.40,11921,160
54.13,-2.26,11924,241
-1.33,-53.68,11931,718
44.62,-107.75,11932,265
40.53,-100.39,11933,497
29.49,-101.33,11936,308
-1.33,-53.68,11938,433
29.49,-101.33,11938,571
39.00,-122.83,11939,475
45.14,-68.57,11943,604
-1.33,-53.68,11946,717
42.97,-71.42,11948,649
42.97,-71.42,11949,396
42.77,-114.22,11951,201
34.28,-103.32,11962,344
-18.00,-70.80,11964,615
45.50,-110.52,11965,256
-48.05,-68.90,11966,555
29.65,-101.30,11968,536
34.28,-103.32,11969,369
40.17,-106.35,11973,156
43.75,-103.92,11973,156
39.67,-115.37,11975,179
47.97,-121.00,11985,95
-32.57,-69.04,11992,640
39.67,-115.37,11992,137
43.75,-103.92,12006,341
-1.33,-53.68,12009,361
-1.33,-53.68,12009,361
36.67,-104.67,12013,236
-37.02,-58.63,12033,375
46.43,-117.02,12034,124
34.83,-87.67,12035,364
51.55,-0.48,12040,216
-12.29,132.56,12041,291
-32.57,-69.04,12043,331
43.05,-104.47,12047,915
-1.33,-53.68,12049,333
-1.33,-53.68,12049,333
44.28,-112.38,12052,1115
-34.75,-68.40,12058,654
29.17,-95.44,12060,4490
44.25,-105.37,12060,772
44.62,-107.75,12067,284
-1.33,-53.68,12069,316
-1.33,-53.68,12070,309
-1.33,-53.68,12079,310
43.23,-83.20,12082,527
-1.33,-53.68,12085,321
-1.33,-53.68,12088,309
-1.33,-53.68,12088,309
-9.10,-77.70,12094,815
52.27,-0.75,12102,278
46.50,-111.83,12103,112
43.29,-3.97,12109,236
45.03,-70.97,12109,190
-1.33,-53.68,12110,102
-1.33,-53.68,12110,283
-9.10,-77.70,12113,466
-1.33,-53.68,12117,292
-1.33,-53.68,12122,296
-1.33,-53.68,12128,285
34.83,-87.67,12139,143
43.38,-5.33,12142,82
34.83,-87.67,12145,228
39.00,-122.83,12146,628
34.83,-87.67,12153,300
34.83,-87.67,12154,240
39.67,-115.37,12160,127
-1.33,-53.68,12172,344
-1.33,-53.68,12172,344
-1.33,-53.68,12183,338
54.42,11.32,12187,203
39.67,-115.37,12195,131
34.83,-87.67,12197,158
34.83,-87.67,12198,477
-36.84,-57.70,12199,358
45.03,-70.97,12199,521
45.50,-110.52,12199,521
45.50,-110.52,12202,228
-18.45,-52.00,12207,393
39.21,-102.21,12207,100
67.13,-140.80,12210,210
44.62,22.27,12212,112
-9.10,-77.70,12213,848
-28.40,139.49,12219,335
64.95,-147.58,12220,70
-18.00,-70.80,12221,376
-1.33,-53.68,12224,189
42.19,-0.92,12226,292
38.09,-93.34,12227,849
36.72,-99.75,12243,155
42.62,-70.75,12248,122
-1.33,-53.68,12253,260
-1.33,-53.68,12257,268
46.43,-117.02,12258,99
34.83,-87.67,12259,147
-1.33,-53.68,12264,254
39.21,-102.21,12264,105
42.17,-124.25,12268,236
64.95,-147.58,12270,70
36.72,-99.75,12275,154
-1.33,-53.68,12278,268
-1.33,-53.68,12280,242
-1.33,-53.68,12283,248
-1.33,-53.68,12283,248
46.31,-111.64,12284,124
-1.33,-53.68,12286,238
34.28,-103.32,12288,1245
40.32,-104.82,12290,639
-47.90,-67.90,12292,263
34.28,-103.32,12292,287
-51.47,-72.60,12297,288
-38.00,145.19,12300,100
-1.33,-53.68,12301,228
-37.85,-58.05,12307,240
37.78,30.54,12309,185
40.53,-100.39,12310,808
-1.33,-53.68,12311,238
45.03,-70.97,12311,1089
-37.20,-58.30,12312,198
44.62,22.27,12320,118
45.03,-70.97,12321,517
44.17,-114.90,12324,256
-18.45,-52.00,12331,213
-1.33,-53.68,12332,825
-1.33,-53.68,12338,222
-1.33,-53.68,12338,222
-1.33,-53.68,12338,222
-34.75,-68.40,12342,347
-18.00,-70.80,12342,347
40.98,-75.13,12347,401
-37.85,-58.05,12348,226
27.08,-82.23,12348,2120
-1.33,-53.68,12349,230
-1.33,-53.68,12349,230
34.28,-103.32,12351,424
43.60,-112.39,12355,165
-37.02,-58.63,12356,228
-1.33,-53.68,12356,228
-1.33,-53.68,12357,239
67.13,-140.79,12370,440
-1.33,-53.68,12378,230
-37.93,-58.59,12379,534
64.95,-147.58,12380,70
40.17,-106.35,12390,121
38.52,-84.45,12391,335
-18.00,-70.80,12394,216
45.12,-108.25,12397,196
-18.45,-52.00,12402,289
40.10,-106.12,12406,110
40.98,-105.11,12411,144
46.31,-111.64,12412,371
51.53,-3.75,12412,1098
34.83,-87.67,12415,124
53.18,10.40,12420,156
-53.60,-68.80,12429,274
34.83,-87.67,12432,120
-1.33,-53.68,12438,212
39.67,-115.37,12442,548
-1.33,-53.68,12444,224
45.42,-63.43,12448,171
33.62,-101.89,12450,155
43.50,-70.50,12450,114
40.05,-8.50,12455,150
44.62,-107.75,12458,896
-51.47,-72.60,12462,241
40.98,-105.11,12464,159
43.25,-102.75,12470,682
34.28,-103.32,12502,141
40.98,-75.13,12506,790
52.86,-1.80,12513,145
43.23,-83.20,12517,507
43.23,-83.20,12517,507
40.32,-104.82,12523,210
-53.60,-68.80,12524,109
-18.00,-70.80,12525,104
55.17,10.33,12527,132
45.42,-63.43,12531,162
40.32,-104.82,12541,118
-37.02,-58.63,12549,328
45.42,-63.43,12549,135
-53.60,-68.80,12553,113
-53.60,-68.80,12553,138
29.17,-95.44,12553,1047
42.19,-0.92,12560,118
44.17,8.33,12561,75
39.69,115.93,12562,453
43.50,-70.50,12564,79
40.32,-104.82,12577,132
43.60,-112.39,12588,90
-53.60,-68.80,12590,159
41.04,-7.11,12600,50
42.60,-114.80,12607,90
43.05,-104.47,12609,80
43.37,-104.07,12610,101
34.11,-101.44,12618,64
42.77,-114.22,12623,90
45.42,-63.43,12624,273
44.17,8.33,12625,51
40.32,-104.82,12637,73
42.41,-104.64,12637,717
37.72,-93.86,12640,67
41.85,-72.33,12643,54
-12.29,132.56,12644,245
9.55,-69.96,12645,98
-37.02,-58.63,12649,216
34.95,-98.27,12654,564
36.67,-99.58,12657,38
-18.00,-70.80,12661,428
44.17,8.33,12663,41
36.67,-104.67,12671,149
44.17,8.33,12672,39
45.83,-104.17,12673,133
31.58,-110.17,12676,85
-1.33,-53.68,12678,685
39.67,-115.37,12681,48
42.23,-0.92,12685,39
45.83,-104.17,12686,65
40.10,-106.12,12688,47
36.67,-99.58,12689,27
36.67,-104.67,12697,87
40.98,-105.11,12698,139
43.05,-104.47,12699,116
-18.00,-70.80,12700,152
45.50,-110.52,12704,22
-18.45,-52.00,12706,165
41.17,-81.83,12707,205
50.79,5.45,12711,27
-1.33,-53.68,12716,670
42.02,-76.37,12717,28
40.32,-104.82,12722,103
43.46,-6.07,12730,90
54.13,-2.26,12730,90
36.67,-99.58,12731,28
50.22,4.87,12732,65
48.39,2.91,12736,704
45.50,-110.52,12742,91
31.58,-110.17,12745,55
36.14,-100.16,12746,152
46.44,-116.90,12748,140
45.42,-63.43,12752,114
51.95,6.28,12758,40
40.98,-75.13,12762,35
36.67,-104.67,12768,196
40.32,-104.82,12776,605
-48.05,-68.90,12778,332
-51.47,-72.60,12779,344
54.13,-2.26,12788,53
-14.45,-44.44,12795,661
44.00,-107.87,12797,131
36.67,-104.67,12820,135
36.67,-104.67,12826,94
-48.05,-68.90,12828,217
30.33,-83.92,12831,100
43.60,-112.39,12837,131
-31.50,-71.23,12841,224
40.98,-75.13,12842,90
45.50,-110.52,12842,90
31.42,-110.11,12847,94
51.37,5.53,12853,88
40.03,-3.67,12854,95
31.42,-110.11,12857,99
-32.57,-69.04,12863,218
37.25,-83.25,12867,232
42.41,-104.64,12867,114
40.32,-104.82,12868,91
39.21,-102.21,12872,75
41.17,-81.83,12875,100
42.02,-76.37,12878,95
38.52,-84.45,12882,62
46.31,-111.64,12885,125
39.67,-115.37,12888,80
-31.45,-64.80,12890,209
45.83,-104.17,12895,142
45.83,-104.17,12900,118
53.71,9.64,12900,74
-31.50,-71.23,12901,189
34.28,-103.32,12906,636
-31.50,-71.23,12913,212
30.33,-83.92,12913,74
45.42,-63.43,12916,202
36.67,-104.67,12920,99
-51.47,-72.60,12923,494
41.17,-81.83,12924,110
42.02,-76.37,12927,84
-31.50,-71.23,12935,219
33.62,-101.89,12947,102
33.33,-101.67,12948,90
42.02,-76.37,12948,90
39.21,-102.21,12962,57
40.03,-3.67,12972,107
41.28,-1.12,12972,707
44.28,8.50,12972,107
31.42,-110.11,12973,204
42.09,1.62,12975,172
52.92,6.01,12976,265
45.03,-70.97,12989,163
43.25,-102.75,12991,138
-1.33,-53.68,12994,289
37.72,-93.86,13006,89
31.42,-110.11,13019,143
31.42,-110.11,13037,185
-1.33,-53.68,13040,651
37.72,-93.86,13044,88
44.79,1.31,13060,147
54.13,-2.05,13066,103
34.28,-103.32,13069,376
44.00,-107.87,13069,204
40.20,-119.28,13077,230
42.60,-87.85,13089,34
31.42,-110.11,13097,184
42.60,-87.85,13099,46
42.60,-87.85,13109,46
40.98,-105.11,13110,445
42.23,-0.92,13111,58
31.58,-110.17,13129,343
61.44,-155.41,13130,180
54.10,-2.35,13133,114
37.92,-83.67,13135,194
40.32,-104.82,13137,634
37.72,-93.86,13149,70
43.38,-5.31,13157,73
34.95,-98.27,13165,634
43.75,-103.92,13170,249
34.95,-98.27,13174,817
45.83,-104.17,13181,127
41.52,-107.65,13193,363
39.90,15.92,13198,83
45.83,-104.17,13201,114
56.00,92.85,13201,262
48.39,2.91,13206,335
46.03,-116.63,13214,70
45.83,-104.17,13218,122
37.72,-93.86,13222,78
39.67,-115.37,13228,65
42.02,-76.37,13234,80
52.80,-3.10,13243,111
-34.45,143.93,13250,154
41.42,-3.37,13252,111
31.42,-110.11,13264,636
43.75,-103.92,13273,249
34.11,-101.44,13282,85
43.05,-104.47,13292,105
31.42,-110.11,13310,106
40.03,-3.67,13310,106
52.92,6.01,13310,106
42.97,-71.42,13318,397
34.62,-87.50,13328,879
34.54,-120.03,13334,73
41.52,-107.65,13343,112
42.90,-1.21,13352,281
40.03,-3.67,13373,98
33.20,-97.12,13375,109
41.52,-107.65,13380,115
-7.34,144.17,13390,71
41.52,-107.65,13393,86
50.71,7.18,13401,99
45.83,-104.17,13414,170
33.20,-97.12,13419,90
41.52,-107.65,13425,89
-51.40,-72.50,13438,161
40.98,-83.45,13439,93
47.47,7.75,13443,113
-48.05,-68.90,13447,286
44.28,-112.58,13451,268
43.43,-4.87,13466,125
44.17,8.33,13467,465
42.23,-0.92,13471,64
34.95,-98.27,13486,567
34.95,-98.27,13499,569
-13.06,132.89,13500,900
43.43,-4.87,13502,199
41.17,-81.83,13511,97
38.52,-84.45,13516,36
52.92,6.01,13519,126
50.40,7.47,13530,57
43.05,-104.47,13538,102
51.28,-2.77,13538,106
53.02,6.23,13538,97
50.40,7.47,13548,72
37.78,30.54,13568,96
42.90,-1.21,13581,454
31.58,-110.17,13585,195
43.75,-103.92,13587,234
54.13,-2.26,13590,125
43.03,-2.04,13595,95
53.37,-3.92,13595,95
47.47,7.75,13597,114
48.39,2.91,13607,515
42.23,-0.92,13612,76
47.75,8.68,13612,94
54.35,9.59,13616,115
42.72,-2.56,13629,72
34.28,-103.32,13633,520
45.09,0.92,13639,201
52.92,6.01,13643,119
44.17,8.33,13644,583
50.43,7.40,13653,178
45.44,5.80,13656,67
51.28,-2.77,13657,133
40.98,-83.45,13668,55
-13.10,133.80,13670,58
43.75,-103.92,13674,264
43.05,-104.47,13683,148
55.03,90.98,13686,666
-32.60,151.05,13700,3000
53.37,-3.92,13704,114
51.28,-2.77,13705,133
53.37,-3.92,13710,79
37.78,30.54,13716,100
37.78,30.54,13729,121
50.43,7.47,13731,104
53.37,-3.92,13772,126
37.72,-93.86,13778,142
37.72,-93.86,13784,119
-37.73,144.83,13802,471
50.40,7.47,13814,125
50.43,7.47,13823,102
36.25,-86.75,13839,141
42.23,-0.92,13842,112
45.83,-104.17,13874,1317
35.92,-86.83,13881,72
54.57,9.07,13889,84
39.67,21.68,13902,88
42.23,-0.92,13913,88
41.42,-3.37,13916,78
39.67,21.68,13917,120
42.72,-2.56,13921,89
46.03,-116.63,13924,251
53.37,-3.92,13949,120
50.43,7.47,13971,127
46.30,12.05,14001,110
37.78,30.54,14005,155
37.72,-93.86,14042,623
41.42,-3.37,14066,80
36.25,-86.75,14101,1393
38.52,-84.45,14104,61
50.71,7.18,14105,211
48.08,9.22,14112,106
42.21,-0.14,14115,522
51.28,-2.77,14117,246
-13.10,133.80,14118,83
42.72,-2.56,14119,178
41.42,-3.37,14122,87
41.42,-3.37,14122,87
42.90,-1.21,14130,181
43.03,-2.04,14130,111
37.78,30.54,14141,184
37.78,30.54,14142,238
50.13,108.82,14143,466
40.33,-81.92,14146,254
31.42,-110.11,14165,642
51.28,-2.77,14169,114
36.38,127.23,14176,89
53.26,-1.20,14184,247
41.42,-3.37,14190,113
53.25,-1.22,14233,202
51.28,-2.76,14235,310
51.28,-2.76,14235,310
37.72,-93.86,14247,223
36.79,-4.34,14258,224
43.46,-6.07,14269,225
37.78,30.54,14291,440
53.23,-1.20,14323,245
54.13,-2.26,14327,155
-41.50,-73.45,14349,557
51.28,-2.77,14352,230
53.26,-1.21,14352,261
40.05,-8.50,14359,161
43.03,-2.04,14375,175
50.43,7.47,14389,261
51.28,-2.77,14405,337
37.72,-93.86,14413,275
50.47,-3.53,14413,275
36.76,-3.85,14414,180
50.22,4.94,14431,170
51.28,-2.77,14455,299
53.25,-1.22,14457,261
48.94,11.78,14462,274
50.51,-3.66,14474,310
51.28,-2.77,14492,322
51.28,-2.77,14500,297
-37.73,144.83,14506,273
48.39,2.91,14508,599
51.32,-2.75,14508,273
37.78,30.54,14513,250
48.08,9.22,14527,195
-41.50,-73.45,14551,517
40.20,-119.28,14554,746
41.42,-3.37,14563,188
51.28,-2.77,14566,194
-41.50,-73.45,14575,543
53.26,-1.21,14580,356
47.86,8.81,14586,245
48.94,11.78,14596,285
-41.50,-73.45,14600,436
50.73,12.92,14604,256
41.87,1.23,14612,206
53.26,-1.21,14612,296
-8.80,-42.50,14621,823
38.69,0.15,14635,248
48.41,9.78,14635,211
51.28,-2.77,14640,308
51.28,-2.77,14640,308
53.26,-1.21,14655,321
51.28,-2.77,14677,196
37.78,30.54,14685,259
42.23,-0.92,14691,239
42.60,-87.95,14691,196
51.28,-2.76,14694,190
37.78,30.54,14699,224
53.25,-1.22,14701,259
40.98,-83.45,14710,324
-8.80,-42.50,14739,1772
37.78,30.54,14753,258
51.28,-2.77,14760,189
51.28,-2.77,14767,194
41.87,1.23,14777,280
42.75,-2.49,14780,222
41.42,-3.37,14785,197
42.60,-87.95,14795,174
51.28,-2.77,14799,267
44.59,22.26,14805,185
51.28,-2.77,14805,185
38.04,14.60,14811,280
48.41,9.78,14813,176
37.78,30.54,14826,253
53.26,-1.21,14826,253
51.28,-2.76,14829,179
42.60,-87.95,14834,163
53.26,-1.21,14835,336
-41.50,-73.45,14849,660
37.78,30.54,14852,351
42.60,-87.95,14858,155
37.72,-93.86,14862,228
-13.10,133.80,14866,156
46.37,0.68,14871,158
37.72,-93.86,14876,210
-23.12,118.63,14881,181
51.28,-2.77,14882,154
51.32,-2.75,14882,154
42.60,-87.95,14899,140
51.28,-2.77,14899,140
40.98,-83.45,14900,689
51.28,-2.77,14904,195
44.97,1.02,14911,459
51.28,-2.77,14914,151
43.35,-5.10,14920,174
50.45,5.01,14929,207
44.59,22.26,14930,138
44.59,22.26,14930,138
51.28,-2.77,14930,138
51.77,16.37,14976,426
51.28,-2.76,14982,126
50.22,4.94,14994,131
46.37,0.68,14999,123
-12.29,132.56,15000,2500
38.69,0.15,15001,172
-13.06,132.89,15015,295
37.72,-93.86,15024,358
37.78,30.54,15070,224
-9.10,-77.70,15077,1304
-38.00,145.19,15100,1300
-13.10,133.80,15125,97
45.58,2.60,15150,236
37.72,-93.86,15168,155
50.45,5.01,15223,161
51.28,-2.77,15240,318
51.28,-2.77,15240,318
50.22,4.94,15259,177
37.78,30.54,15260,528
-41.50,-73.45,15273,1414
36.25,-86.75,15281,1335
-41.50,-73.45,15289,1111
37.72,-93.86,15307,140
45.83,5.60,15320,134
40.98,-83.45,15344,169
50.22,4.94,15370,232
50.75,21.66,15373,120
49.92,14.07,15378,131
43.37,-104.07,15383,7030
40.29,-80.48,15389,1219
48.64,2.46,15390,373
38.19,13.35,15402,121
50.22,4.94,15402,164
41.42,-3.37,15416,122
54.93,90.92,15430,450
55.17,-3.50,15441,415
43.29,-3.97,15471,201
37.72,-93.86,15495,187
38.08,-1.49,15498,109
48.64,2.46,15502,491
48.64,2.46,15519,489
67.13,-140.80,15540,130
-12.29,132.56,15564,323
50.43,7.40,15586,121
50.80,1.70,15596,193
43.37,-1.20,15604,117
47.27,18.62,15622,142
37.78,30.54,15637,196
44.97,1.02,15655,281
50.43,7.40,15720,152
36.52,-81.46,15726,521
38.69,0.15,15746,124
-28.40,139.49,15754,1187
43.72,0.82,15756,198
-19.20,143.20,15774,144
42.99,-0.05,15796,390
41.87,1.23,15833,111
39.69,115.93,15837,243
50.43,7.40,15840,136
50.75,21.66,15840,110
38.69,0.15,15856,785
-13.06,132.89,15904,272
40.29,-80.48,15950,522
38.69,0.15,15967,98
54.94,90.93,15992,149
54.93,90.92,15993,99
45.51,5.85,15994,422
40.29,-80.48,15996,1404
-12.27,132.57,16000,5000
38.69,0.15,16059,97
-42.44,145.83,16101,499
38.69,0.15,16122,93
42.60,-87.85,16172,105
42.60,-87.85,16212,98
36.52,-81.46,16242,627
50.43,7.40,16263,147
42.60,-87.85,16270,102
43.03,-2.04,16280,242
44.05,1.67,16282,389
-38.00,145.19,16300,1900
42.60,-87.85,16300,103
51.39,39.03,16404,100
55.95,92.40,16436,509
42.95,1.13,16457,145
37.78,30.54,16528,265
38.69,0.15,16542,197
25.50,111.50,16558,392
39.67,21.68,16573,137
42.84,-7.14,16648,147
-42.61,146.42,16698,252
56.00,92.85,16708,115
-28.40,139.49,16718,289
38.69,0.15,16750,160
-13.06,132.89,16785,475
55.95,92.40,16785,663
43.46,-6.07,16794,203
36.52,-81.46,16913,142
47.00,6.97,16959,231
41.47,-1.61,16993,181
31.58,-110.17,17011,4960
-19.78,143.28,17035,313
44.95,-0.33,17133,245
55.95,92.40,17250,133
50.17,32.82,17256,168
34.87,137.80,17292,102
41.42,-3.37,17292,102
37.43,-4.18,17347,139
44.93,-0.05,17357,879
-5.93,150.12,17367,154
67.13,-140.80,17440,220
45.70,5.72,17468,495
-28.40,139.49,17470,270
40.21,-2.35,17524,141
41.42,-3.37,17566,106
40.51,-0.55,17567,117
36.52,-81.46,17610,386
36.52,-81.46,17689,118
38.69,0.15,17692,97
-13.06,132.89,17703,430
37.78,30.54,17721,161
50.17,32.82,17764,149
37.78,30.54,17785,184
42.84,-7.14,17808,103
43.37,-1.20,17822,90
40.45,-4.09,17838,112
45.83,-0.26,17861,113
67.13,-140.80,17880,330
-40.57,144.75,17896,473
43.37,-1.20,17947,85
52.83,103.53,17951,158
42.90,-1.21,17969,288
-15.38,129.00,18000,560
25.50,111.50,18000,94
49.22,16.64,18039,154
37.78,30.54,18040,186
25.50,111.50,18044,95
40.34,-2.41,18046,88
-38.00,145.19,18100,1400
-23.83,130.86,18100,1200
-42.44,145.83,18104,163
45.03,-0.50,18140,274
40.29,-80.48,18150,761
37.78,30.54,18171,169
50.19,19.84,18238,93
37.00,-77.33,18308,112
40.29,-80.48,18359,192
50.19,19.84,18370,98
43.46,-6.07,18426,90
-32.50,142.60,18450,194
44.06,1.66,18542,165
44.95,-0.33,18576,469
44.95,-0.33,18583,162
44.75,-0.17,18597,86
-42.44,145.83,18624,435
41.53,-1.70,18633,117
3.82,113.78,18639,73
50.25,108.62,18692,460
37.78,30.54,18719,168
-42.44,145.83,18738,415
3.82,113.78,18745,72
38.69,0.15,18873,68
54.78,38.86,18909,345
44.95,1.00,18930,147
-34.10,142.00,18988,114
20.40,104.03,18997,102
-24.72,150.99,19015,439
47.59,3.76,19046,461
44.95,0.32,19089,230
24.40,124.25,19108,484
38.69,0.15,19115,182
43.46,-6.07,19147,131
45.58,2.60,19191,195
-38.00,145.19,19200,1900
-42.44,145.83,19237,181
-34.10,142.00,19291,138
50.71,2.21,19348,349
38.69,0.15,19350,104
-19.05,138.70,19565,175
6.80,80.37,19599,396
67.13,-140.80,19640,170
-42.44,145.83,19772,130
36.12,-5.34,19812,110
40.29,-80.48,19816,1207
-13.06,132.89,19817,394
37.78,30.54,19848,298
43.46,-6.07,19888,346
37.82,-2.10,19924,346
37.78,30.54,20009,231
37.82,-2.10,20070,346
38.30,106.50,20229,262
43.29,-3.97,20337,275
44.95,-0.33,20369,170
37.00,-77.33,20428,95
50.25,108.62,20476,633
50.25,108.62,20479,198
37.82,-2.10,20534,1793
55.16,91.57,20538,864
54.78,38.86,20543,1501
-42.44,145.83,20591,204
-13.06,132.89,20642,392
55.95,92.40,20696,615
-38.00,145.19,20700,1500
50.17,108.49,20712,157
43.46,-6.07,20778,407
50.17,108.49,20784,159
38.69,0.15,20794,179
-32.60,142.20,20846,261
39.76,-8.73,20999,230
43.34,-5.92,21013,294
45.03,-0.50,21068,406
-42.61,146.42,21162,302
-42.44,145.83,21176,539
52.97,91.43,21178,198
-15.43,129.16,21200,1300
43.43,-4.87,21220,283
-34.17,142.05,21356,174
39.76,-8.73,21361,234
43.23,0.67,21374,151
-13.10,133.80,21389,138
52.97,91.44,21399,288
41.37,-0.61,21420,140
25.50,111.50,21448,160
55.17,91.58,21470,189
3.82,113.78,21525,128
-13.10,133.80,21550,141
39.46,-6.37,21612,143
46.78,142.43,21626,174
7.00,80.44,21630,666
50.17,108.49,21657,172
-13.10,133.80,21675,115
43.34,-5.92,21706,456
39.46,-6.37,21715,145
-23.12,118.63,21721,118
46.26,27.09,21796,430
49.47,31.41,21814,729
-42.44,145.83,21831,237
47.46,31.41,21865,212
7.00,80.44,21874,243
48.22,28.28,21888,241
46.26,27.09,21912,364
41.37,-0.61,21933,145
25.07,110.38,21942,385
48.22,28.28,21978,247
-12.50,132.87,21981,113
43.44,13.03,21986,287
55.03,90.97,22009,1162
48.22,28.28,22013,148
20.70,105.22,22025,201
3.82,113.78,22026,228
32.72,35.57,22040,279
48.94,11.79,22043,235
32.72,34.97,22070,376
48.22,28.28,22099,237
26.13,127.67,22103,795
-13.06,132.89,22116,323
41.37,-0.61,22119,160
43.32,-3.53,22125,121
24.82,102.82,22133,283
43.34,-5.92,22135,341
39.69,115.93,22165,466
50.43,110.00,22169,374
44.32,28.07,22187,222
32.72,35.57,22197,258
37.07,30.55,22218,131
44.82,33.97,22218,247
31.80,36.73,22241,284
47.99,-0.40,22253,128
61.05,68.57,22270,1366
48.22,28.28,22285,132
36.12,-5.34,22308,112
51.55,-4.24,22321,401
49.47,31.41,22357,668
34.75,126.99,22365,352
29.87,52.75,22373,1885
47.42,18.73,22377,478
47.42,7.58,22388,181
34.75,126.99,22410,317
45.98,4.03,22413,604
43.32,-3.53,22417,78
43.38,-4.12,22417,377
48.22,28.28,22428,239
48.94,11.79,22471,306
45.00,1.07,22480,226
32.72,35.57,22481,260
11.55,45.44,22518,175
-17.23,144.52,22527,212
41.37,-0.61,22541,161
32.72,35.57,22578,206
32.72,35.57,22600,204
32.72,35.57,22600,204
62.00,58.80,22600,204
24.38,124.23,22603,125
47.46,31.41,22607,2099
24.40,124.25,22626,127
38.69,0.15,22638,150
52.14,33.20,22681,944
48.22,28.28,22687,225
-15.43,129.16,22700,1200
47.27,38.67,22706,348
41.37,-0.61,22715,136
48.18,26.90,22741,347
39.65,-8.42,22746,228
50.17,108.49,22763,347
48.22,28.28,22765,230
47.79,38.48,22773,253
70.43,143.95,22778,129
-17.42,124.97,22788,206
46.78,142.43,22800,190
41.39,2.15,22811,140
31.80,36.73,22825,289
7.00,80.44,22851,403
48.22,28.28,22854,262
37.07,30.55,22857,227
38.60,35.00,22857,227
32.72,35.57,22859,462
48.22,28.28,22888,248
48.22,28.28,22896,266
32.72,35.57,22905,242
47.99,-0.40,22911,183
51.94,32.23,22928,270
110.58,36.09,22941,145
50.48,30.13,22946,347
42.18,0.05,22956,146
48.22,28.28,22972,168
48.22,28.28,22983,275
48.22,28.28,22983,275
