Lat,Lon,Calibrated.age,Calibrated.error
50.73,-111.63,4420,90
48.76,-123.26,4430,170
65.13,-123.55,4430,240
59.12,-151.68,4440,90
76.29,-94.63,4440,1160
50.65,-119.95,4450,100
70.67,-113.62,4455,52
48.56,10.19,4459,49
-33.37,151.18,4461,208
52.25,-111.75,4475,1000
49.16,-122.94,4480,90
62.65,-69.65,4480,105
69.39,-134.01,4480,50
42.16,71.37,4487,173
52.50,-103.54,4490,105
69.28,-115.67,4490,90
-15.43,129.16,4500,300
50.73,-111.63,4500,70
61.27,-138.08,4500,50
63.66,-104.47,4515,140
50.73,-111.63,4530,80
58.53,-62.97,4530,105
49.25,-53.49,4540,140
61.27,-138.08,4540,40
72.69,-77.98,4545,155
41.80,-103.90,4550,220
49.25,-68.08,4550,230
70.66,-113.55,4557,45
48.76,-123.26,4580,550
66.95,-136.35,4580,60
48.10,-89.36,4590,50
-33.20,145.50,4591,1236
76.29,-94.63,4610,65
49.03,-102.98,4620,80
49.03,-102.98,4620,150
48.10,-89.36,4630,60
-25.15,148.62,4641,112
-35.57,144.32,4644,412
38.75,-85.00,4645,109
-34.10,141.80,4649,285
49.03,-102.98,4650,150
65.13,-123.55,4650,200
54.61,-128.42,4655,130
81.74,-69.65,4685,70
62.65,-69.65,4690,380
57.03,-153.61,4698,71
45.82,-77.03,4700,150
50.12,-96.03,4705,150
69.39,-134.01,4710,100
44.20,-78.19,4715,270
50.86,-103.79,4725,80
-19.20,143.20,4739,78
49.35,-111.49,4740,165
62.06,-140.65,4740,60
54.61,-128.42,4745,195
65.40,-163.23,4750,170
45.32,-73.97,4760,180
65.40,-163.23,4770,260
40.62,-103.37,4771,221
-5.91,150.12,4774,197
54.29,-130.38,4790,100
73.75,-95.17,4790,330
65.13,-123.55,4800,200
52.58,-111.25,4805,150
57.56,-156.78,4810,85
63.92,-152.08,4810,160
42.53,-81.75,4815,125
46.00,-78.30,4815,45
57.56,-156.78,4840,80
45.82,-77.03,4860,50
50.70,-103.63,4860,195
52.58,-112.75,4870,475
42.27,-71.65,4875,377
54.29,-130.38,4875,125
53.15,-118.01,4890,50
48.81,-53.82,4900,230
54.36,-57.80,4930,90
50.12,-96.03,4940,150
45.17,-67.25,4965,190
54.33,-130.42,4970,100
-33.82,151.01,4973,89
44.03,-103.77,4980,70
50.28,-65.50,4980,210
45.29,-74.18,5000,80
49.03,-102.98,5000,125
42.27,-71.65,5004,163
49.08,-113.92,5010,160
63.66,-104.48,5010,225
66.95,-136.35,5010,110
58.88,-159.00,5015,70
42.22,-71.13,5020,125
58.50,-63.30,5020,100
57.62,-152.33,5030,250
47.50,-111.37,5040,100
54.61,-128.42,5050,140
50.35,-107.90,5055,165
57.56,-156.78,5055,70
63.66,-104.47,5060,310
64.49,-161.46,5063,340
58.92,-114.42,5065,90
45.17,-67.25,5070,275
52.45,-55.65,5070,170
63.73,-100.44,5070,80
50.21,4.96,5073,131
51.42,-122.08,5075,170
29.65,-101.30,5079,192
42.22,-71.13,5104,129
55.73,-60.33,5125,95
54.38,-57.80,5130,110
49.15,-57.45,5140,50
45.17,-67.25,5150,160
48.23,-69.55,5160,490
49.71,-113.65,5160,120
48.76,-123.26,5170,220
-32.98,150.90,5191,377
49.22,-102.17,5200,130
50.35,-107.90,5200,390
49.35,-111.49,5206,175
55.21,-59.23,5210,270
70.24,-127.57,5230,200
61.27,-138.08,5240,40
70.27,-115.14,5245,42
50.35,-107.90,5250,160
47.50,-111.37,5310,110
60.39,-135.44,5320,50
53.67,-132.23,5330,60
45.82,-77.02,5340,80
52.14,-127.47,5340,100
53.65,-132.20,5370,70
68.84,-138.71,5380,125
48.65,-79.32,5410,1310
50.35,-107.90,5420,160
54.36,-57.80,5425,75
60.37,-123.82,5430,170
48.56,10.19,5446,84
42.27,-71.65,5457,164
53.15,-118.01,5460,50
48.56,10.19,5477,82
63.73,-100.44,5480,120
51.39,39.03,5486,77
49.71,-113.65,5490,300
63.73,-100.44,5490,100
68.84,-138.71,5490,125
48.23,-69.55,5500,100
57.41,-135.07,5500,70
57.10,-153.18,5503,78
50.50,-121.05,5510,90
57.41,-135.07,5520,100
52.58,-111.25,5540,160
49.58,-97.15,5550,70
54.29,-130.38,5555,140
-17.75,145.51,5571,121
53.65,-132.20,5590,50
60.40,-123.83,5590,980
-15.43,129.16,5600,400
64.09,-139.44,5625,80
37.29,-86.80,5629,305
48.56,10.19,5632,23
61.07,-136.60,5660,40
47.50,-111.37,5670,190
53.65,-132.20,5680,100
68.20,-151.60,5688,183
48.56,10.19,5715,57
50.58,-121.75,5715,190
53.92,-119.03,5715,2180
42.20,-71.12,5718,90
50.35,-107.90,5720,320
48.56,10.19,5737,69
49.71,-113.65,5740,100
53.67,-132.23,5740,60
54.36,-57.80,5740,100
58.08,-152.80,5750,240
38.00,-85.94,5760,231
38.75,-85.00,5762,316
37.29,-86.80,5778,92
57.41,-135.07,5780,90
41.13,-110.95,5803,180
58.05,-154.43,5815,85
38.00,-85.94,5822,97
38.00,-85.94,5833,89
68.18,-151.63,5836,58
68.18,-151.63,5836,59
68.18,-151.63,5852,65
42.20,-71.12,5861,134
42.27,-71.65,5869,280
50.77,-121.17,5870,500
62.10,-136.32,5870,40
68.24,-154.06,5873,67
42.20,-71.12,5880,129
44.42,-80.25,5900,90
43.92,-79.75,5910,165
41.77,-71.11,5939,234
-5.91,150.12,5950,200
47.50,-111.37,5960,210
49.13,-66.46,5960,100
57.53,-2.97,5964,824
42.64,-72.50,5974,217
38.00,-85.94,5975,249
58.05,-154.43,5990,85
65.80,-163.22,5993,280
54.36,-57.80,5995,80
42.27,-71.65,5999,211
53.25,-105.06,6010,80
42.64,-72.50,6015,227
42.64,-72.50,6028,164
68.18,-151.63,6047,83
68.24,-154.06,6067,70
56.55,-61.13,6080,380
50.12,-96.03,6090,90
37.25,-86.87,6091,334
39.58,-79.83,6095,102
53.25,-105.06,6100,140
56.35,-61.29,6100,120
56.55,-61.13,6120,120
63.66,-104.48,6120,110
37.29,-86.80,6126,95
-35.63,144.13,6131,104
56.63,-61.03,6135,95
69.39,-134.01,6140,70
45.72,-120.55,6150,250
53.65,-132.20,6150,70
50.12,-96.03,6170,110
60.33,-134.99,6170,230
38.02,-85.45,6171,242
57.62,-152.33,6180,305
43.35,-84.92,6188,278
41.45,-91.10,6215,70
52.10,-106.71,6230,110
60.33,-134.99,6230,70
-12.75,141.91,6247,182
56.68,-61.40,6260,120
60.33,-134.99,6260,80
57.53,-2.97,6308,677
48.65,-79.32,6310,160
42.64,-72.50,6325,206
54.32,-130.39,6330,80
55.22,-59.22,6370,110
31.33,-91.23,6379,78
37.06,-88.41,6384,106
61.61,-137.50,6420,110
42.17,-78.67,6440,122
50.12,-96.03,6450,110
42.17,-78.67,6455,87
-5.91,150.12,6462,87
42.02,-76.37,6468,92
41.97,-71.20,6474,323
52.73,-106.10,6480,100
38.03,-85.52,6488,84
42.02,-76.37,6537,120
47.59,3.76,6556,422
61.83,-148.23,6605,115
41.98,-70.97,6618,795
57.78,-152.90,6620,60
53.85,-89.58,6630,90
60.37,-123.82,6630,100
52.73,-106.10,6635,185
50.53,-121.74,6650,110
-13.06,132.89,6668,181
57.53,-2.97,6674,897
42.02,-76.37,6700,234
62.61,-103.51,6710,140
42.17,-78.67,6738,260
-10.12,142.15,6750,56
47.50,-111.37,6750,440
45.29,-74.18,6760,150
-5.91,150.12,6764,101
53.85,-89.58,6800,90
-32.98,150.90,6802,320
45.68,-67.73,6820,180
55.22,-59.22,6820,180
52.73,-106.10,6825,95
42.02,-76.37,6838,156
65.40,-115.50,6850,150
60.60,-136.26,6860,70
-33.82,151.01,6888,86
-15.43,129.16,6900,600
-19.78,143.28,6919,137
-15.72,137.08,6926,124
-23.12,118.63,6964,82
65.40,-115.50,6970,360
53.65,-132.20,6980,50
49.22,-102.17,6985,90
60.80,-136.37,7030,60
52.12,-106.70,7036,45
52.64,-111.29,7040,50
53.85,-89.58,7080,90
-9.08,147.26,7094,63
42.17,-78.67,7100,144
60.33,-134.99,7160,70
42.02,-76.37,7165,205
42.85,-70.88,7190,246
49.55,-121.40,7190,150
60.86,-137.06,7195,100
51.20,-58.70,7240,200
49.67,-110.25,7245,255
51.48,-56.88,7255,115
61.27,-138.08,7290,50
49.65,-110.03,7300,150
63.72,-100.43,7300,850
48.28,-69.47,7310,150
61.27,-138.08,7310,40
37.06,-88.41,7350,104
49.55,-121.40,7350,150
51.48,-56.88,7350,88
40.17,-81.00,7352,307
38.44,-91.45,7363,307
41.77,-71.11,7371,67
42.16,71.37,7397,91
49.42,-120.08,7400,90
33.90,-88.10,7402,108
42.17,-70.82,7407,108
49.25,-68.25,7410,110
43.35,-84.92,7423,250
50.03,1.93,7436,643
35.92,-86.83,7439,69
51.52,-56.86,7440,70
-40.57,144.75,7458,81
42.02,-76.37,7459,86
58.88,-159.00,7475,60
37.50,-87.25,7496,63
37.06,-88.41,7515,89
39.69,-90.64,7515,79
43.35,-84.92,7530,242
50.37,-121.39,7530,270
51.48,-56.88,7530,140
48.05,20.53,7533,41
66.98,-136.28,7580,420
39.69,-90.64,7591,58
38.44,-91.45,7600,293
44.85,-76.13,7600,270
39.69,-90.64,7654,72
46.58,-81.75,7670,120
45.60,-121.13,7675,100
52.58,-112.75,7750,105
46.26,-119.17,7765,43
58.88,-159.00,7765,95
-13.06,132.89,7769,125
62.06,-140.65,7770,70
57.87,-152.67,7790,620
53.10,6.55,7799,143
52.92,-105.75,7810,70
62.06,-140.65,7810,50
42.02,-76.37,7820,195
28.32,-80.50,7821,73
-15.30,131.21,7827,75
38.00,-120.67,7830,73
53.25,-117.92,7840,70
-13.06,132.89,7841,131
39.69,-90.64,7863,230
45.60,-121.13,7875,100
39.69,-90.64,7879,135
45.69,-120.50,7890,300
58.88,-159.00,7895,90
40.47,-75.11,7899,70
67.11,-158.27,7900,100
67.11,-158.27,7920,100
44.55,22.03,7922,38
42.44,-117.34,7925,80
55.23,-119.31,7930,130
63.73,-100.44,7930,500
49.08,-94.42,7941,423
41.33,-82.25,7946,130
44.55,22.03,7946,35
52.58,-112.75,7955,130
52.92,-105.75,7960,60
37.06,-88.41,7961,234
42.85,-70.88,7965,355
42.62,-70.75,7978,929
44.55,22.03,7980,27
44.53,22.56,7984,33
68.26,-154.06,7988,38
46.75,-71.25,7990,80
-17.75,145.51,7993,55
-15.72,137.08,8013,57
37.06,-88.41,8013,136
45.12,-108.25,8018,116
50.73,-127.45,8020,110
44.85,-76.13,8030,1970
50.46,-96.00,8030,160
52.40,-116.15,8030,200
28.32,-80.50,8044,82
51.27,-90.97,8050,80
60.37,-123.83,8060,140
40.20,-119.28,8072,175
44.53,22.56,8072,54
29.49,-101.33,8074,212
51.48,-56.88,8089,116
52.58,-112.75,8090,310
42.02,-76.37,8093,138
42.02,-76.37,8094,125
44.53,22.56,8099,46
67.11,-158.27,8100,100
28.32,-80.50,8115,78
44.62,22.27,8117,55
44.53,22.56,8120,55
37.50,-87.25,8138,91
40.47,-75.11,8138,78
36.83,-87.83,8150,121
49.55,-121.40,8150,300
28.32,-80.50,8153,104
49.74,-107.54,8155,230
51.27,-90.97,8160,80
55.23,-119.31,8170,210
30.36,-98.10,8171,141
42.85,-70.88,8176,491
67.11,-158.27,8195,280
44.28,-112.58,8197,104
45.12,-108.25,8201,107
-9.08,147.26,8204,71
38.05,-83.46,8209,603
53.32,-117.85,8220,90
44.53,22.56,8223,65
-17.75,145.51,8226,85
58.23,-135.25,8230,130
50.74,-109.37,8240,200
44.53,22.56,8249,51
37.06,-88.41,8255,145
40.42,-100.75,8274,500
53.10,6.55,8275,431
44.55,22.03,8278,50
53.00,-168.92,8280,220
44.55,22.03,8289,52
53.00,-168.92,8290,240
-13.06,132.89,8318,145
43.33,-80.50,8320,60
45.83,-104.17,8321,262
35.03,-80.18,8330,763
37.06,-88.41,8330,132
51.48,-56.88,8332,144
31.36,-101.52,8335,157
50.70,-119.83,8340,115
44.55,22.03,8341,46
61.27,-138.08,8360,60
45.14,-68.57,8386,483
52.92,-105.75,8400,70
44.55,22.03,8407,29
53.15,-118.01,8410,80
45.13,-108.17,8419,287
53.00,-168.92,8425,275
57.57,-156.78,8425,115
38.90,-91.57,8426,158
53.00,-168.92,8435,500
38.90,-91.57,8443,130
44.62,22.27,8447,39
49.72,-94.94,8450,550
68.35,-148.83,8450,150
44.55,22.03,8464,40
44.65,22.30,8477,41
44.55,22.03,8478,40
48.41,-89.36,8480,390
61.44,-155.41,8480,190
61.44,-155.41,8480,260
44.55,22.03,8485,40
44.55,22.03,8491,40
44.55,22.03,8495,40
45.12,-108.25,8498,205
-15.43,129.16,8500,1000
39.00,-122.83,8503,90
40.25,-105.48,8506,73
44.65,22.30,8529,45
45.12,-108.25,8531,558
44.55,22.03,8532,42
49.35,-111.49,8560,138
42.17,-70.82,8567,339
40.20,-74.23,8568,374
51.86,-127.86,8570,90
49.60,-114.08,8580,160
51.62,-56.72,8600,325
-2.96,151.39,8618,575
52.92,-105.75,8618,115
55.23,-119.31,8620,620
41.85,-72.33,8621,145
47.75,8.69,8628,485
49.57,-114.36,8630,270
53.32,-117.85,8630,100
43.60,-112.39,8633,255
47.20,-95.23,8640,319
28.32,-80.50,8665,134
46.50,-96.08,8667,94
46.50,-96.08,8673,124
53.32,-117.85,8675,270
43.75,-121.25,8680,70
46.00,-78.30,8690,690
39.00,-122.83,8691,455
37.06,-88.41,8692,150
45.13,-108.17,8702,297
45.08,-108.26,8705,664
40.20,-74.23,8713,260
60.37,-123.82,8720,190
51.58,-3.75,8724,755
37.78,30.54,8739,131
43.00,-84.70,8749,157
42.02,-76.37,8750,186
40.20,-119.28,8759,401
52.92,-105.75,8770,114
39.50,-105.06,8774,286
42.22,-71.13,8776,276
29.45,-98.52,8779,109
28.32,-80.50,8791,122
40.02,-105.68,8801,115
40.25,-105.48,8803,124
38.90,-91.57,8808,296
42.22,-71.13,8808,133
68.35,-148.83,8810,60
40.20,-74.23,8811,150
52.92,-105.75,8821,107
40.11,-105.98,8831,188
45.13,-108.17,8836,200
40.02,-105.68,8838,115
53.15,-118.01,8840,40
34.98,-85.81,8845,250
42.44,-117.34,8850,75
51.63,-56.71,8850,100
38.51,-106.88,8852,95
40.20,-74.23,8858,203
42.02,-76.37,8860,264
42.44,-117.34,8865,95
40.38,-100.20,8869,260
55.93,13.40,8873,972
41.98,-70.97,8877,252
43.75,-121.25,8880,110
58.23,-135.25,8880,125
40.46,-105.63,8889,227
42.44,-117.34,8905,75
-15.83,137.10,8939,257
-48.40,-69.10,8941,306
-29.50,-51.50,8941,456
55.93,13.40,8941,977
42.85,-70.88,8947,144
38.09,-93.34,8951,352
44.17,-114.90,8963,249
43.75,-121.25,8980,190
-8.80,-42.50,8982,439
55.93,13.40,8986,980
42.85,-70.88,8988,160
57.57,-156.78,8995,295
-15.43,129.16,9000,800
49.55,-121.40,9000,150
50.74,-109.37,9000,130
51.86,-127.86,9000,140
42.47,-73.00,9003,258
40.17,-106.35,9010,116
50.74,-109.37,9010,120
38.09,-93.34,9013,211
38.51,-106.88,9017,95
38.09,-93.34,9024,359
-6.00,-50.00,9028,859
-6.00,-50.00,9039,224
-6.00,-50.00,9041,391
55.93,13.40,9043,985
31.89,-109.74,9053,276
55.93,13.40,9055,986
43.75,-121.25,9060,80
45.25,-68.87,9060,200
28.32,-80.50,9070,120
43.83,-112.87,9070,172
56.42,-5.47,9077,988
43.60,-112.39,9078,319
46.26,-119.17,9078,59
39.19,-90.54,9086,124
29.37,-99.47,9089,989
44.96,-113.95,9092,287
-51.68,-70.03,9098,374
-9.10,-77.70,9108,326
68.26,-154.06,9109,68
43.35,-84.92,9112,603
42.85,-70.88,9116,125
38.38,-81.80,9123,154
51.38,-1.28,9123,154
-33.82,151.01,9127,83
58.23,-135.25,9130,130
35.03,-80.18,9132,165
40.25,-105.48,9138,150
51.86,-127.86,9140,200
65.80,-163.22,9150,150
55.93,13.40,9157,995
38.44,-91.45,9165,490
50.74,-109.37,9168,50
55.93,13.40,9169,996
45.90,-81.92,9170,80
35.35,-84.11,9186,441
39.19,-90.54,9199,109
37.06,-88.41,9200,135
39.19,-90.54,9202,157
45.25,-68.87,9202,403
55.93,13.40,9203,999
31.48,-109.72,9206,319
44.93,-113.28,9207,117
42.02,-76.37,9211,175
58.23,-135.25,9220,80
-44.50,-71.70,9224,192
50.70,-119.83,9225,146
55.93,13.40,9226,1002
45.12,-108.25,9228,150
-6.00,-50.00,9229,192
45.90,-81.92,9230,80
38.38,-81.80,9231,130
42.02,-76.37,9234,581
41.66,-108.89,9257,324
-29.50,-51.50,9264,266
-6.50,-36.50,9271,134
50.74,-109.37,9290,110
41.85,-72.33,9297,138
-6.00,-50.00,9312,168
52.92,-105.75,9316,100
-18.45,-52.00,9332,196
31.89,-109.74,9354,243
44.33,-70.25,9355,116
42.02,-76.37,9356,305
55.23,-119.31,9360,60
39.00,-122.83,9367,244
43.33,-103.50,9380,250
55.23,-119.31,9380,360
38.07,-85.91,9388,122
69.36,-139.52,9400,230
-47.00,-70.50,9401,135
52.92,-105.75,9401,81
31.36,-101.52,9404,556
39.19,-90.54,9405,109
44.33,-70.25,9405,109
46.03,-116.63,9411,79
39.19,-90.54,9412,96
40.47,-75.11,9420,155
42.08,-122.00,9420,80
46.26,-119.17,9420,69
68.08,-152.92,9422,1175
34.98,-85.81,9430,368
44.33,-70.25,9430,66
52.16,-131.10,9430,50
38.06,-90.06,9431,73
46.03,-116.63,9431,73
34.98,-85.81,9436,239
40.02,-105.68,9436,175
46.26,-119.17,9437,49
39.19,-90.54,9441,75
-8.05,-36.42,9446,139
-51.68,-70.03,9460,425
35.59,-77.38,9460,49
39.19,-90.54,9460,125
52.16,-131.10,9460,50
38.07,-85.91,9467,494
44.56,-109.07,9472,1728
-6.00,-50.00,9480,62
42.85,-70.88,9489,71
42.97,-71.42,9490,42
34.28,-103.32,9499,459
36.50,-87.75,9500,247
42.44,-117.34,9500,95
-6.00,-50.00,9502,49
-38.40,-60.20,9518,861
39.50,-91.75,9526,300
61.44,-155.41,9530,60
38.06,-90.06,9539,155
-13.10,133.80,9540,29
44.58,-107.75,9551,53
35.03,-80.18,9569,371
35.03,-80.18,9571,421
45.58,-110.50,9584,263
49.60,-114.08,9600,210
49.86,-114.38,9600,240
44.33,-70.25,9604,65
38.05,-83.46,9605,614
-45.20,-71.50,9610,518
42.08,-122.00,9610,100
37.78,30.54,9611,110
34.98,-85.81,9616,273
45.50,-110.52,9617,111
45.50,-110.52,9617,111
45.50,-110.52,9617,111
45.50,-110.52,9617,111
45.50,-110.52,9617,111
45.50,-110.52,9617,111
45.50,-110.52,9617,111
-47.00,-70.50,9620,146
-45.20,-71.50,9626,74
45.13,-108.17,9628,130
42.17,-70.82,9630,543
34.98,-85.81,9632,524
-30.34,-57.46,9651,501
42.02,-76.37,9653,258
42.41,-104.64,9661,457
38.06,-82.73,9664,125
44.33,-70.25,9683,102
46.50,-111.83,9701,263
44.53,22.56,9710,89
51.86,-127.86,9720,140
45.13,-108.17,9736,156
31.89,-109.74,9739,234
31.78,-97.32,9742,173
45.25,-68.87,9743,134
-13.06,132.89,9759,163
45.60,-96.83,9760,168
38.06,-90.06,9766,200
56.17,-133.17,9769,115
69.36,-139.52,9770,180
39.19,-90.54,9772,157
42.41,-104.64,9781,802
45.60,-121.13,9785,220
45.50,-110.52,9787,395
-27.09,-53.35,9790,324
42.64,-72.50,9790,482
50.13,-110.60,9790,190
38.06,-90.06,9792,191
35.35,-84.11,9797,191
67.11,-158.27,9815,155
47.97,-121.00,9817,525
44.56,-109.07,9821,180
47.97,-121.00,9822,377
40.20,-74.23,9827,209
-18.00,-70.87,9829,289
42.02,-76.37,9829,254
42.62,-70.75,9830,127
44.00,-107.87,9840,514
52.46,-131.46,9840,100
42.62,-70.75,9843,525
-18.45,-52.00,9845,305
34.11,-101.44,9849,159
52.16,-131.10,9850,40
31.48,-109.72,9853,253
49.58,-114.37,9860,320
37.78,30.54,9864,159
-18.45,-52.00,9865,304
69.36,-139.52,9870,180
37.17,-79.33,9881,185
36.50,-87.75,9899,222
44.56,-109.07,9908,191
-13.50,-43.90,9912,310
42.02,-76.37,9918,255
43.75,-121.25,9920,470
38.90,-91.57,9932,307
-18.45,-52.00,9938,312
51.89,-128.10,9940,50
-45.20,-71.50,9952,216
-18.45,-52.00,9953,269
38.06,-90.06,9955,193
40.38,-100.20,9957,284
-45.20,-71.50,9960,265
42.41,-104.64,9961,166
31.48,-109.72,9966,394
-9.10,-77.70,9967,263
29.89,-101.15,9975,194
-45.20,-71.50,9980,203
42.02,-76.37,9988,321
40.62,-103.37,9995,144
38.38,-81.80,9999,219
-23.83,130.86,10000,600
56.55,-134.08,10005,75
38.06,-90.06,10013,284
38.38,-81.80,10016,680
39.50,-105.06,10018,456
-13.10,133.80,10019,95
-38.40,-60.20,10039,334
35.59,-77.38,10043,115
51.45,4.71,10044,125
42.00,-109.25,10048,292
60.58,-160.42,10050,90
-45.20,-71.50,10065,149
-45.20,-71.50,10067,168
-38.40,-60.20,10069,303
-45.20,-71.50,10070,156
56.55,-134.08,10075,75
35.59,-77.38,10076,93
42.74,-103.60,10084,266
-6.00,-50.00,10086,161
43.61,-71.46,10086,289
46.50,-111.83,10089,197
-45.20,-71.50,10091,143
-45.20,-71.50,10096,128
-31.48,129.42,10100,600
-13.50,-43.90,10101,270
34.65,-87.90,10102,535
30.98,-102.83,10114,113
42.02,-76.37,10116,317
29.89,-101.15,10120,225
34.98,-85.81,10122,255
42.62,-70.75,10128,536
-51.68,-70.03,10130,591
62.06,-140.65,10130,50
-18.45,-52.00,10139,230
38.38,-81.80,10141,954
29.89,-101.15,10157,324
39.00,-122.83,10163,302
-18.45,-52.00,10173,238
58.23,-135.25,10180,800
30.98,-102.83,10183,108
38.00,-120.67,10192,143
45.60,-96.83,10193,129
33.28,-81.58,10203,172
30.98,-102.83,10212,141
-51.68,-70.03,10214,446
-45.20,-71.50,10224,24
68.40,-155.80,10230,60
40.41,-104.57,10232,137
-18.00,-70.80,10235,322
68.40,-155.80,10240,80
-45.20,-71.50,10244,11
44.55,22.03,10244,34
-13.50,-43.90,10249,316
37.67,-101.75,10252,133
38.50,-103.00,10254,73
40.02,-105.68,10256,105
34.65,-87.90,10259,547
68.40,-155.80,10260,110
45.25,-68.87,10265,636
50.25,4.90,10273,101
38.38,-81.80,10288,170
56.17,-133.17,10300,50
34.11,-101.44,10301,118
31.48,-109.72,10304,387
-30.34,-57.46,10305,97
37.19,-89.34,10305,133
42.27,-71.65,10308,398
38.38,-81.80,10312,834
-45.20,-71.50,10318,79
56.17,-133.17,10324,66
38.44,-91.45,10330,423
42.02,-76.37,10331,376
43.46,-6.07,10341,192
56.55,-134.08,10345,95
-8.05,-36.42,10352,147
46.44,-116.90,10355,340
68.33,-148.85,10360,60
40.85,-76.71,10361,313
41.31,-1.19,10361,92
-9.10,-77.70,10368,193
64.07,-141.90,10370,160
56.17,-133.17,10375,75
35.35,-84.11,10380,353
29.89,-101.15,10386,326
-18.45,-52.00,10394,163
46.00,-93.67,10397,94
-45.20,-71.50,10398,168
-32.57,-69.04,10398,159
-45.20,-71.50,10402,107
-23.70,-65.50,10407,161
-13.10,133.80,10409,71
-40.60,-71.10,10411,850
43.61,-71.46,10411,555
46.50,-111.83,10417,81
37.92,-83.67,10419,120
-45.20,-71.50,10424,127
-31.48,129.42,10442,189
40.75,-104.33,10446,49
35.59,-77.38,10456,93
46.50,-111.83,10462,774
-13.06,132.89,10470,262
30.98,-102.83,10472,115
-47.10,-70.55,10476,225
46.44,-116.90,10479,151
47.17,-102.33,10484,95
68.35,-148.83,10490,70
-47.10,-70.55,10492,238
40.42,-100.75,10493,1500
64.02,-144.75,10500,280
40.17,-106.33,10504,82
45.25,-112.17,10505,160
43.23,-83.20,10520,501
46.44,-116.90,10537,1782
-30.34,-57.46,10548,617
30.36,-98.10,10549,233
-8.05,-36.42,10552,144
38.90,-91.57,10559,430
39.75,-118.50,10560,109
45.25,-112.17,10573,193
45.25,-112.17,10573,193
46.50,-111.83,10573,193
39.75,-118.50,10578,89
41.31,-1.19,10604,166
42.02,-76.37,10605,200
42.62,-70.75,10607,89
31.89,-109.74,10613,261
42.62,-70.75,10616,580
31.48,-109.72,10618,241
38.38,-81.80,10626,477
42.36,-75.22,10626,178
42.74,-103.60,10626,178
-9.10,-77.70,10627,449
44.56,-109.07,10628,131
35.35,-84.11,10633,302
49.35,-111.49,10633,193
45.42,-63.43,10637,114
44.93,-113.28,10638,164
45.42,-63.43,10642,134
30.58,-97.50,10651,102
39.75,-118.50,10651,102
40.10,-106.12,10656,82
-9.10,-77.70,10658,429
-45.20,-71.50,10660,75
51.17,-115.65,10660,650
-9.10,-77.70,10662,428
62.06,-140.65,10670,80
34.65,-87.90,10674,584
30.58,-97.50,10685,119
39.75,-118.50,10685,119
-6.50,-36.50,10686,387
-9.10,-77.70,10687,433
40.10,-106.12,10691,87
45.58,-110.50,10695,280
40.47,-75.11,10697,172
45.25,-112.17,10698,227
39.75,-118.50,10699,141
39.75,-118.50,10705,128
44.33,-70.25,10706,269
38.00,-120.67,10715,349
43.05,-104.47,10715,655
-9.10,-77.70,10720,430
-47.00,-70.50,10745,323
39.75,-118.50,10749,142
35.35,-84.11,10753,382
45.42,-63.43,10758,226
51.17,-115.65,10780,180
41.33,-81.67,10793,234
-9.10,-77.70,10797,384
-31.48,129.42,10798,266
45.25,-68.87,10804,402
37.78,30.54,10806,163
-7.34,144.17,10808,155
38.07,-85.91,10810,320
-29.50,-51.50,10813,1137
31.78,-97.32,10815,277
34.65,-87.90,10818,593
-9.10,-77.70,10820,401
45.42,-63.43,10824,119
27.08,-82.23,10831,192
-19.58,-43.90,10833,564
42.84,-83.39,10838,431
50.25,4.90,10839,155
-18.45,-52.00,10840,250
36.25,-86.75,10843,355
-37.85,-58.05,10845,402
38.90,-91.57,10862,596
45.25,-112.17,10868,200
30.78,-102.72,10872,264
42.62,-70.75,10872,138
2.40,-76.90,10876,295
30.58,-97.50,10878,155
49.72,-107.38,10880,70
-7.34,144.17,10889,161
-45.20,-71.50,10890,179
-9.10,-77.70,10897,338
47.36,-102.62,10899,123
36.25,-86.75,10904,150
-9.10,-77.70,10908,323
57.46,40.66,10913,114
41.31,-1.19,10924,115
42.97,-71.42,10938,481
-37.95,-57.85,10941,332
40.37,-100.12,10962,664
36.25,-95.25,10964,149
-6.70,-36.60,10968,257
42.84,-83.39,10968,168
-23.70,-65.50,10969,275
43.61,-71.46,10970,335
-13.10,133.80,10975,118
42.74,-103.60,10975,126
27.08,-82.23,10977,229
-9.10,-77.70,10979,415
37.78,30.54,11004,126
45.42,-63.43,11011,225
-9.10,-77.70,11021,208
62.78,6.90,11027,152
44.27,-106.77,11040,388
40.98,-105.11,11053,130
-18.45,-52.00,11063,270
42.74,-103.60,11070,141
43.60,-112.39,11082,190
-7.34,144.17,11085,168
64.02,-144.75,11090,170
-31.45,-64.80,11098,304
-15.43,129.16,11100,800
64.02,-144.75,11100,60
68.15,-162.43,11110,80
52.10,2.49,11111,604
38.90,-91.57,11119,402
40.72,-105.38,11119,402
56.17,-133.17,11120,113
34.65,-87.90,11126,664
-19.58,-43.90,11128,259
2.40,-76.90,11133,257
36.25,-95.25,11157,132
-32.57,-69.04,11177,568
39.08,-84.17,11178,464
57.46,40.66,11178,51
42.02,-76.37,11179,772
68.15,-162.43,11180,80
68.40,-155.80,11190,70
68.15,-162.43,11200,40
45.83,-104.17,11212,959
36.50,-87.75,11220,286
39.67,21.68,11225,592
47.97,-121.00,11225,23
54.22,-0.43,11232,316
39.67,-115.37,11242,62
36.25,-95.25,11263,92
-18.00,-70.87,11274,1842
