Trajectory,Latitude,Longitude,Date,Length,Speed,FST
1,66.5,156.5,48921.252,0,0,91
1,67.5,157.5,48735.163,226.41669594703,1.27796295053921,91
1,68.5,157.5,48744.082,111.194926644559,12.4671966189638,91
1,69.5,157.5,48692.113,222.389853289118,5.16585025061795,91
1,70.5,157.5,48593.494,111.194926644559,1.12752032209372,91
1,69.5,158.5,48542.188,117.514938783388,2.29047165601284,91
1,69.5,159.5,48206.013,38.9408504296798,0.115835057424495,91
1,68.5,159.5,48139.559,111.194926644559,1.67326160418579,91
1,67.5,159.5,48006.029,111.194926644559,0.832733667674379,91
1,68.5,160.5,47605.533,118.737127440383,0.296475189366145,91
1,67.5,160.5,47442.255,111.194926644559,0.681015976705711,91
1,67.5,161.5,46745.025,42.5519951916029,0.0610300692620844,91
1,68.5,162.5,46117.451,118.737127440383,0.189200201793546,91
1,67.5,162.5,45922.164,111.194926644559,0.569392364287212,91
1,67.5,163.5,44981.385,42.5519951916029,0.045230596337294,91
1,68.5,164.5,44157.646,118.737127440383,0.144144112929439,91
1,67.5,164.5,43930.461,111.194926644559,0.489446603625063,91
1,67.5,165.5,42778.786,42.5519951916029,0.0369479195012506,91
1,68.5,166.5,41809.857,118.737127440383,0.122544714257065,91
1,67.5,166.5,41538.112,111.194926644559,0.409188491580555,91
1,67.5,167.5,40221.95,42.5519951916029,0.0323303629732531,91
1,68.5,168.5,39166.361,118.737127440383,0.112484240969149,91
1,67.5,168.5,38844.128,111.194926644559,0.345076161177033,91
1,67.5,169.5,37417.651,42.5519951916018,0.0298301305885772,91
1,68.5,170.5,36328.679,118.737127440384,0.109035978372615,91
1,67.5,170.5,35956.235,111.194926644559,0.298554753585935,91
1,67.5,171.5,34475.432,42.5519951916018,0.0287357570126491,91
1,68.5,172.5,33406.519,118.737127440384,0.111082124962821,91
1,68.5,173.5,31948.571,40.7526292455364,0.0279520457832079,91
1,67.5,173.5,31513.073,111.194926644559,0.255328214238777,91
1,67.5,174.5,30057.59,2583.2541265617,3.66295887277851,91
1,68.5,175.5,29106.592,58.0986534733244,0.734914344106309,91
1,67.5,175.5,28636.752,116.194090262358,21.5413589659535,91
1,66.5,175.5,28159.548,58.0986534733244,0.26320305826991,91
1,66.5,176.5,26782.457,232.362444909277,9.73368150591689,91
1,67.5,177.5,25964.382,290.428926187498,0.957023656914499,91
1,66.5,177.5,25473.255,2413.07950619571,20.4989891536116,91
1,67.5,178.5,24756.143,2370.57896513803,8.09599078285851,91
1,66.5,178.5,24267.258,58.0986534733244,0.121788367313267,91
1,65.5,178.5,23829.332,2298.54461831033,12.6891164345867,91
1,64.5,179.5,22370.451,2258.23752312259,6.42101116911696,91
1,65.5,-179.5,19944.756,2243.38453704701,18.9884001612172,18
1,64.5,-178.5,19301.305,2660.16561745854,7.95761076381884,18
1,63.5,-177.5,18597.337,541.409915434709,4.13495181146919,18
1,62.5,-176.5,17829.502,2189.52184285974,182.810540440784,18
1,61.5,-175.5,16995.642,2145.36012247237,3.44969773575792,18
1,61.5,-174.5,17218.564,58.0986534733244,0.0843011310155902,18
1,60.5,-173.5,16281.706,2057.28755397753,31.1648850071568,18
1,59.5,-172.5,15278.297,2648.63447818404,13.4982900733058,18
1,58.5,-171.5,14217.663,61.3720509251418,0.135353050635261,18
1,57.5,-170.5,13115.282,749.45712490444,19.8969157327233,18
1,56.5,-169.5,11992.8,1991.7752670727,15.2315989406475,18
1,56.5,-168.5,12013.113,2696.78947344998,5.58893456570977,18
1,56.5,-167.5,12023.668,2692.96090695329,312.989412709611,18
1,56.5,-166.5,12026.65,1926.07108232704,9.30150084911474,18
1,56.5,-165.5,12025.899,1909.27714489281,3.74337973788931,18
1,56.5,-164.5,12027.516,2696.78947344998,19.9122042725605,18
1,55.5,-164.5,10884.349,978.896324102681,3.6098324849366,18
1,55.5,-165.5,10875.997,1839.42581057261,22.356772455791,18
1,54.5,-165.5,9800.1129,111.194926644559,0.253912594010308,18
1,54.5,-164.5,9819.2497,2739.53274161213,9.17090500004069,18
1,53.5,-163.5,8883.2486,1094.62889529097,5.61633288331494,18
1,53.5,-162.5,8979.9461,1705.42928772227,1.76680820475548,18
1,54.5,-163.5,9861.703,1658.22617244738,11.1803593169136,18
1,54.5,-162.5,9939.3442,1210.66638351626,32.4915161567404,18
1,55.5,-162.5,10968.11,127.396147707719,0.135318936097279,18
1,56.5,-163.5,12040.55,1251.05722397702,5.56961127573002,18
1,56.5,-162.5,12077.728,125.839421877944,0.265679628836305,18
1,56.5,-161.5,12156.155,1710.20076506025,2.84846411699693,18
1,56.5,-160.5,12297.728,120.71362330096,0.187603443464941,18
1,56.5,-159.5,12528.366,2747.05660184,317.468693151433,18
1,56.5,-158.5,12872.302,1213.0284926283,4.13441295655838,18
1,56.5,-157.5,13346.591,1625.65146692588,4.04474423058958,18
1,56.5,-156.5,13988.98,2745.54507489111,4.40351100240761,18
1,56.5,-155.5,14804.768,1335.71755269129,20.9863395398255,18
1,56.5,-154.5,15764.023,1497.8939625653,18.561723494576,18
1,56.5,-153.5,16816.829,2714.40601903703,17.8928961130433,18
1,56.5,-152.5,17910.2,2608.18576049887,5.6794141572373,18
1,56.5,-151.5,18999.254,53.0571132409723,0.238007523891642,18
1,57.5,-151.5,20545.15,1368.53026168381,7.65341592436695,18
1,58.5,-152.5,21018.801,1420.47831900989,3.11319972781801,18
1,58.5,-151.5,22222.135,2618.2261670637,33.2064145378227,18
1,58.5,-150.5,23335.711,1184.83693875985,2.28873063005709,18
